source,target,score
78.0,188.0,0.9104477611940298
78.0,319.0,0.9104477611940298
78.0,209.0,0.9104477611940298
78.0,340.0,0.9253731343283582
78.0,61.0,0.9104477611940298
78.0,374.0,0.9104477611940298
103.0,55.0,0.9104477611940298
103.0,374.0,0.9104477611940298
0.0,347.0,0.9701492537313433
0.0,170.0,0.9552238805970149
0.0,380.0,0.9552238805970149
0.0,219.0,0.9253731343283582
0.0,45.0,0.9253731343283582
0.0,257.0,0.9253731343283582
0.0,179.0,0.9552238805970149
0.0,98.0,0.9253731343283582
0.0,285.0,0.9552238805970149
0.0,23.0,0.9253731343283582
0.0,65.0,0.9701492537313433
0.0,77.0,0.9402985074626866
0.0,230.0,0.9701492537313433
0.0,391.0,0.9104477611940298
0.0,243.0,0.9402985074626866
0.0,142.0,0.9850746268656716
0.0,280.0,0.9402985074626866
0.0,325.0,0.9552238805970149
0.0,40.0,0.9104477611940298
0.0,106.0,0.9104477611940298
0.0,334.0,0.9104477611940298
0.0,377.0,0.9701492537313433
0.0,290.0,0.9104477611940298
0.0,113.0,0.9104477611940298
0.0,64.0,0.9253731343283582
0.0,362.0,0.9104477611940298
0.0,358.0,0.9701492537313433
0.0,0.0,1.0
0.0,278.0,0.9850746268656716
0.0,392.0,0.9253731343283582
0.0,315.0,0.9402985074626866
0.0,328.0,0.9104477611940298
0.0,48.0,0.9701492537313433
0.0,112.0,0.9253731343283582
0.0,164.0,0.9552238805970149
0.0,58.0,0.9701492537313433
0.0,320.0,0.9253731343283582
0.0,133.0,0.9552238805970149
0.0,397.0,0.9253731343283582
0.0,363.0,0.9104477611940298
0.0,185.0,0.9104477611940298
0.0,331.0,0.9104477611940298
0.0,160.0,0.9253731343283582
0.0,241.0,0.9552238805970149
0.0,224.0,0.9701492537313433
0.0,76.0,0.9402985074626866
0.0,337.0,0.9104477611940298
0.0,250.0,0.9104477611940298
0.0,213.0,0.9104477611940298
0.0,388.0,0.9104477611940298
0.0,183.0,0.9552238805970149
0.0,310.0,0.9253731343283582
0.0,123.0,0.9402985074626866
0.0,402.0,0.9552238805970149
0.0,292.0,0.9253731343283582
0.0,4.0,0.9552238805970149
0.0,44.0,0.9552238805970149
0.0,152.0,0.9402985074626866
0.0,80.0,0.9104477611940298
0.0,319.0,0.9253731343283582
0.0,236.0,0.9253731343283582
0.0,35.0,0.9253731343283582
0.0,364.0,0.9253731343283582
0.0,94.0,0.9402985074626866
0.0,227.0,0.9701492537313433
0.0,235.0,0.9104477611940298
0.0,34.0,0.9104477611940298
0.0,37.0,0.9104477611940298
0.0,299.0,0.9253731343283582
0.0,295.0,0.9402985074626866
0.0,340.0,0.9104477611940298
0.0,294.0,0.9402985074626866
0.0,357.0,0.9402985074626866
0.0,130.0,0.9253731343283582
0.0,360.0,0.9253731343283582
0.0,68.0,0.9701492537313433
0.0,83.0,0.9253731343283582
0.0,389.0,0.9104477611940298
0.0,333.0,0.9552238805970149
0.0,205.0,0.9552238805970149
0.0,287.0,0.9701492537313433
0.0,153.0,0.9402985074626866
0.0,276.0,0.9253731343283582
0.0,85.0,0.9552238805970149
25.0,259.0,0.9253731343283582
25.0,174.0,0.9104477611940298
25.0,40.0,0.9402985074626866
25.0,26.0,0.9104477611940298
25.0,106.0,0.9402985074626866
25.0,226.0,0.9701492537313433
25.0,362.0,0.9402985074626866
25.0,25.0,1.0
25.0,112.0,0.9253731343283582
25.0,382.0,0.9402985074626866
25.0,304.0,0.9402985074626866
25.0,76.0,0.9104477611940298
25.0,387.0,0.9701492537313433
25.0,3.0,0.9701492537313433
25.0,371.0,0.9104477611940298
25.0,152.0,0.9104477611940298
25.0,169.0,0.9850746268656716
25.0,86.0,0.9253731343283582
25.0,336.0,0.9402985074626866
25.0,364.0,0.9253731343283582
25.0,168.0,0.9253731343283582
25.0,246.0,0.9402985074626866
25.0,11.0,0.9552238805970149
25.0,235.0,0.9104477611940298
25.0,37.0,0.9402985074626866
25.0,299.0,0.9253731343283582
25.0,255.0,0.9104477611940298
25.0,144.0,0.9552238805970149
25.0,49.0,0.9402985074626866
25.0,101.0,0.9402985074626866
25.0,398.0,0.9104477611940298
25.0,260.0,0.9552238805970149
25.0,51.0,0.9104477611940298
25.0,251.0,0.9701492537313433
25.0,163.0,0.9402985074626866
25.0,269.0,0.9253731343283582
25.0,153.0,0.9104477611940298
25.0,122.0,0.9850746268656716
25.0,369.0,0.9552238805970149
48.0,113.0,0.9104477611940298
48.0,362.0,0.9402985074626866
48.0,358.0,0.9402985074626866
48.0,0.0,0.9701492537313433
48.0,278.0,0.9552238805970149
48.0,392.0,0.9552238805970149
48.0,315.0,0.9104477611940298
48.0,48.0,1.0
48.0,112.0,0.9253731343283582
48.0,164.0,0.9253731343283582
48.0,58.0,0.9402985074626866
48.0,320.0,0.9253731343283582
48.0,133.0,0.9253731343283582
